2025-02-14 04:37:09,502 Load: ./mats/VGON_nqd4_L2_20250214_043318.mat, 500/1000
2025-02-14 04:37:09,503 PyTorch Device: cpu
2025-02-14 04:37:09,503 Number of layers: 2
2025-02-14 04:37:09,503 Number of qudits: 4
2025-02-14 04:37:09,503 Number of qubits: 8
2025-02-14 04:37:09,503 Coefficient phase: arctan(1/3)
2025-02-14 04:37:09,565 Ground State Energy: -1.8974
2025-02-14 04:37:11,768 Energy: -1.73778940, -1.83386721, -1.88531913, Gap: 6.3499e-02, 6/8, 1/100, 2.18
2025-02-14 04:37:13,503 Energy: -1.78747935, -1.84403456, -1.87612600, Gap: 5.3332e-02, 13/16, 2/100, 3.92
2025-02-14 04:37:15,177 Energy: -1.79208687, -1.84160330, -1.88594866, Gap: 5.5763e-02, 19/24, 3/100, 5.59
2025-02-14 04:37:16,727 Energy: -1.79691884, -1.83696478, -1.87526469, Gap: 6.0402e-02, 26/32, 4/100, 7.14
2025-02-14 04:37:17,723 Energy: -1.76728745, -1.82197568, -1.88417039, Gap: 7.5391e-02, 5<6, 1/5/100, 8.14
2025-02-14 04:37:19,410 Energy: -1.70749801, -1.82544884, -1.86870520, Gap: 7.1918e-02, 33/40, 5/100, 9.83
2025-02-14 04:37:20,997 Energy: -1.80476668, -1.84736334, -1.88170182, Gap: 5.0003e-02, 41/48, 6/100, 11.41
2025-02-14 04:37:22,626 Energy: -1.75218095, -1.82569275, -1.86769517, Gap: 7.1674e-02, 47/56, 7/100, 13.04
2025-02-14 04:37:24,814 Energy: -1.75949411, -1.83791638, -1.88266113, Gap: 5.9450e-02, 54/64, 8/100, 15.23
2025-02-14 04:37:26,372 Energy: -1.79721647, -1.84456764, -1.87717380, Gap: 5.2799e-02, 61/72, 9/100, 16.79
2025-02-14 04:37:28,127 Energy: -1.83836920, -1.86332344, -1.88410982, Gap: 3.4043e-02, 69/80, 10/100, 18.54
2025-02-14 04:37:29,834 Energy: -1.75260910, -1.83674943, -1.88618380, Gap: 6.0617e-02, 76/88, 11/100, 20.25
2025-02-14 04:37:31,493 Energy: -1.81413835, -1.85478972, -1.88246743, Gap: 4.2577e-02, 84/96, 12/100, 21.91
2025-02-14 04:37:33,168 Energy: -1.80589356, -1.84787449, -1.87824674, Gap: 4.9492e-02, 92/104, 13/100, 23.58
2025-02-14 04:37:34,915 Energy: -1.67407643, -1.84372813, -1.87995739, Gap: 5.3638e-02, 99/112, 14/100, 25.33
2025-02-14 04:37:36,646 Energy: -1.73482172, -1.83899546, -1.88022031, Gap: 5.8371e-02, 105/120, 15/100, 27.06
2025-02-14 04:37:38,364 Energy: -1.83295331, -1.86303907, -1.88191802, Gap: 3.4328e-02, 113/128, 16/100, 28.78
2025-02-14 04:37:40,109 Energy: -1.76126384, -1.81506820, -1.87881719, Gap: 8.2298e-02, 119/136, 17/100, 30.52
2025-02-14 04:37:41,609 Energy: -1.78531594, -1.83248048, -1.87079010, Gap: 6.4886e-02, 126/144, 18/100, 32.02
2025-02-14 04:37:43,412 Energy: -1.76886355, -1.81610614, -1.87950830, Gap: 8.1260e-02, 132/152, 19/100, 33.83
2025-02-14 04:37:45,088 Energy: -1.74224180, -1.82496523, -1.88227141, Gap: 7.2401e-02, 138/160, 20/100, 35.50
2025-02-14 04:37:45,937 Energy: -1.73895886, -1.80623791, -1.88213381, Gap: 9.1129e-02, 4<6, 1/21/100, 36.35
2025-02-14 04:37:47,599 Energy: -1.78649292, -1.84944068, -1.88529144, Gap: 4.7926e-02, 145/168, 21/100, 38.01
2025-02-14 04:37:48,599 Energy: -1.60192292, -1.79781815, -1.88377661, Gap: 9.9548e-02, 5<6, 1/22/100, 39.01
2025-02-14 04:37:50,356 Energy: -1.66270052, -1.82839249, -1.88351593, Gap: 6.8974e-02, 151/176, 22/100, 40.77
2025-02-14 04:37:52,007 Energy: -1.74811726, -1.84942399, -1.88594385, Gap: 4.7943e-02, 157/184, 23/100, 42.42
2025-02-14 04:37:53,662 Energy: -1.76849493, -1.81394940, -1.84319050, Gap: 8.3417e-02, 164/192, 24/100, 44.08
2025-02-14 04:37:55,394 Energy: -1.72100333, -1.82726136, -1.87649770, Gap: 7.0105e-02, 170/200, 25/100, 45.81
2025-02-14 04:37:57,005 Energy: -1.74036297, -1.83286473, -1.87805970, Gap: 6.4502e-02, 176/208, 26/100, 47.42
2025-02-14 04:37:58,718 Energy: -1.79448089, -1.85348378, -1.88067951, Gap: 4.3883e-02, 183/216, 27/100, 49.13
2025-02-14 04:37:59,655 Energy: -1.71832804, -1.81356712, -1.88475967, Gap: 8.3799e-02, 5<6, 1/28/100, 50.07
2025-02-14 04:38:01,412 Energy: -1.83371040, -1.86116964, -1.88417181, Gap: 3.6197e-02, 191/224, 28/100, 51.83
2025-02-14 04:38:02,989 Energy: -1.77433109, -1.82516136, -1.88355723, Gap: 7.2205e-02, 197/232, 29/100, 53.40
2025-02-14 04:38:03,942 Energy: -1.76312385, -1.82430606, -1.88068294, Gap: 7.3061e-02, 5<6, 1/30/100, 54.36
2025-02-14 04:38:04,774 Energy: -1.75544385, -1.82426808, -1.88283514, Gap: 7.3099e-02, 5<6, 2/30/100, 55.19
2025-02-14 04:38:05,651 Energy: -1.78357380, -1.81801390, -1.87466003, Gap: 7.9353e-02, 5<6, 3/30/100, 56.07
2025-02-14 04:38:07,294 Energy: -1.70081246, -1.83401567, -1.88325136, Gap: 6.3351e-02, 204/240, 30/100, 57.71
2025-02-14 04:38:08,913 Energy: -1.75848076, -1.84566497, -1.88007399, Gap: 5.1702e-02, 211/248, 31/100, 59.33
2025-02-14 04:38:10,582 Energy: -1.75122572, -1.82750259, -1.88264290, Gap: 6.9864e-02, 218/256, 32/100, 61.00
2025-02-14 04:38:12,207 Energy: -1.79501753, -1.84492358, -1.88300861, Gap: 5.2443e-02, 225/264, 33/100, 62.62
2025-02-14 04:38:13,924 Energy: -1.81077479, -1.85162612, -1.88303373, Gap: 4.5740e-02, 233/272, 34/100, 64.34
2025-02-14 04:38:14,771 Energy: -1.73153463, -1.80524519, -1.87552874, Gap: 9.2121e-02, 5<6, 1/35/100, 65.19
2025-02-14 04:38:16,670 Energy: -1.76532008, -1.85062240, -1.88413437, Gap: 4.6744e-02, 240/280, 35/100, 67.09
2025-02-14 04:38:17,504 Energy: -1.69394462, -1.80498952, -1.88401283, Gap: 9.2377e-02, 4<6, 1/36/100, 67.92
2025-02-14 04:38:19,232 Energy: -1.80538765, -1.84008973, -1.88038968, Gap: 5.7277e-02, 248/288, 36/100, 69.65
2025-02-14 04:38:20,855 Energy: -1.78350005, -1.83591120, -1.88257999, Gap: 6.1455e-02, 255/296, 37/100, 71.27
